COMMON_NAME,BLD_ADDRESS,PARCEL_ADDRESS,STRUCTURE_TYPE,WARD,COMMUNITY,GLOBALID,MULTIPOLYGON
70 ERINRIDGE RD SE HOUSING,70 ERINRIDGE RD SE,70 ERIN RIDGE RD SE,HOUSING - SINGLE FAMILY,WARD 9,ERIN WOODS,{262FD1DC-6AAF-448D-8CB3-160D21C868A7},"MULTIPOLYGON (((-113.9761868 51.0163731, -113.9760741 51.0164264, -113.9761309 51.0164742, -113.9762437 51.0164209, -113.9761868 51.0163731)))"
JAPANESE MACQUE,1300 ZOO RD NE,1300 ZOO RD NE,SPECIALIZED ZOO BUILDINGS,WARD 9,BRIDGELAND/RIVERSIDE,{A3D6B67F-2AC5-4EE0-8EC7-B641C7A35102},"MULTIPOLYGON (((-114.0334461 51.0457475, -114.0333833 51.0458048, -114.033422 51.0458587, -114.033543 51.0457668, -114.0334461 51.0457475)))"
12 ERINRIDGE PL SE HOUSING,12 ERINRIDGE PL SE,12 ERIN RIDGE PL SE,HOUSING - SINGLE FAMILY,WARD 9,ERIN WOODS,{E2917B83-0755-42F6-8890-236378786A8E},"MULTIPOLYGON (((-113.9746071 51.0162995, -113.9746059 51.0163583, -113.9747503 51.0163595, -113.9747515 51.0163007, -113.9746071 51.0162995)))"
CEQUEL ENERGY LODGE,1300 ZOO RD NE,1745 MEMORIAL DR NE,PUBLIC GATHERING,WARD 9,BRIDGELAND/RIVERSIDE,{5F91F114-2C2E-41DD-A02E-A58FDFB135D1},"MULTIPOLYGON (((-114.0209236 51.0455061, -114.0208903 51.045536, -114.0208836 51.0455331, -114.0208798 51.0455347, -114.0208553 51.0455454, -114.0208455 51.0455663, -114.0208438 51.04557, -114.0208523 51.0455721, -114.0208244 51.0455961, -114.0208159 51.0456035, -114.0207743 51.0456393, -114.0208931 51.0456934, -114.0210487 51.0457624, -114.0211829 51.0458202, -114.02126 51.0457549, -114.021277 51.0457621, -114.0212883 51.0457575, -114.0213095 51.0457488, -114.0213148 51.0457363, -114.0213195 51.0457251, -114.0213034 51.045718, -114.021336 51.0456886, -114.0213233 51.045683, -114.0213296 51.0456772, -114.021231 51.0456338, -114.0212251 51.045639, -114.0209236 51.0455061)))"
86 ERINRIDGE RD SE HOUSING,86 ERINRIDGE RD SE,86 ERIN RIDGE RD SE,HOUSING - SINGLE FAMILY,WARD 9,ERIN WOODS,{D5AB5CB9-E4A9-40FB-8CB1-77A1E43EE20C},"MULTIPOLYGON (((-113.9758547 51.0161851, -113.9757873 51.0162648, -113.9758707 51.0162929, -113.9759381 51.0162132, -113.9758547 51.0161851)))"
207 ERINMOUNT CR SE HOUSING,207 ERINMOUNT CR SE,207 ERIN MOUNT CR SE,HOUSING - SINGLE FAMILY,WARD 9,ERIN WOODS,{700327B6-4D4D-45FB-A62C-1DCB31F24668},"MULTIPOLYGON (((-113.972271 51.0229864, -113.9722573 51.0229877, -113.9721783 51.0229953, -113.9721754 51.0229956, -113.9721966 51.0230832, -113.9722878 51.0230744, -113.9722872 51.0230719, -113.9722915 51.0230715, -113.972271 51.0229864)))"
123 ERINMOUNT CR SE HOUSING,123 ERINMOUNT CR SE,123 ERIN MOUNT CR SE,HOUSING - SINGLE FAMILY,WARD 9,ERIN WOODS,{A5593BD2-5343-4256-86F2-E93FB5DCD8CD},"MULTIPOLYGON (((-113.9743138 51.0220078, -113.974247 51.0220503, -113.9743487 51.0221139, -113.974416 51.0220711, -113.9744077 51.0220659, -113.9744072 51.0220662, -113.9743138 51.0220078)))"
9 ERINRIDGE RD SE HOUSING,9 ERINRIDGE RD SE,9 ERIN RIDGE RD SE,HOUSING - SINGLE FAMILY,WARD 9,ERIN WOODS,{7F0DCA91-0C32-44B3-BF4B-86FE32576407},"MULTIPOLYGON (((-113.9744154 51.0176274, -113.974321 51.0176281, -113.9743226 51.0177192, -113.974417 51.0177185, -113.9744154 51.0176274)))"
139 ERINMOUNT CR SE HOUSING,139 ERINMOUNT CR SE,139 ERIN MOUNT CR SE,HOUSING - SINGLE FAMILY,WARD 9,ERIN WOODS,{70B53A18-CE95-4633-8649-0E008A56DFB1},"MULTIPOLYGON (((-113.9739622 51.0222299, -113.9738951 51.0222723, -113.9739964 51.0223363, -113.9740675 51.0222914, -113.9740503 51.0222806, -113.9740464 51.022283, -113.9739622 51.0222299)))"
171 ERINMOUNT CR SE HOUSING,171 ERINMOUNT CR SE,171 ERIN MOUNT CR SE,HOUSING - SINGLE FAMILY,WARD 9,ERIN WOODS,{4ACA24D4-1DD6-4F60-9272-0695F68DD1A5},"MULTIPOLYGON (((-113.9732714 51.022666, -113.9732029 51.0227075, -113.9733031 51.0227732, -113.973372 51.0227315, -113.9733636 51.022726, -113.9733648 51.0227252, -113.9733531 51.0227175, -113.9733515 51.0227185, -113.9732714 51.022666)))"
5717 2 ST SW HOUSING,5717 2 ST SW,5717 2 ST SW,HOUSING - APARTMENT,WARD 9,MANCHESTER,{22185031-787F-4C1B-A670-9C649ABF3DC4},"MULTIPOLYGON (((-114.0687899 51.0034737, -114.0688095 51.0034737, -114.0688094 51.0035003, -114.0691122 51.0035005, -114.0691123 51.003457, -114.0691124 51.0033787, -114.0691125 51.0033228, -114.0691127 51.0032176, -114.06901 51.0032175, -114.06901 51.0032364, -114.0688943 51.0032363, -114.0688943 51.0032174, -114.0688385 51.0032174, -114.0687906 51.0032174, -114.0687905 51.0032504, -114.0687904 51.0033014, -114.0688016 51.0033013, -114.0688015 51.0033337, -114.0688015 51.003359, -114.0688014 51.0033901, -114.06879 51.00339, -114.0687899 51.0034737)))"
RESIDENTIAL,1131 36 ST SE,1131 36 ST SE,SINGLE FAMILY,WARD 9,ALBERT PARK/RADISSON HEIGHTS,{8FE6DDD6-FEBD-40D3-B409-BAB4A868EBE6},"MULTIPOLYGON (((-113.9819077 51.0428456, -113.9819054 51.0429016, -113.9820646 51.0429041, -113.9820668 51.0428482, -113.9819077 51.0428456)))"
2746 76 AV SE HOUSING,2746 76 AV SE,2732 76 AV SE,HOUSING - TOWNHOUSE,WARD 9,OGDEN,{F9576953-20C9-4E79-BFC2-8D2C3E88036E},"MULTIPOLYGON (((-113.9963017 50.9855817, -113.9963017 50.985685, -113.9963883 50.985685, -113.9963883 50.9855816, -113.9963017 50.9855817)))"
2748 76 AV SE HOUSING,2748 76 AV SE,2732 76 AV SE,HOUSING - TOWNHOUSE,WARD 9,OGDEN,{0307D851-6FCB-4DD6-BE04-AB7CF526FBAC},"MULTIPOLYGON (((-113.9963017 50.9855817, -113.996215 50.9855817, -113.9962151 50.985685, -113.9963017 50.985685, -113.9963017 50.9855817)))"
2734 76 AV SE HOUSING,2734 76 AV SE,2732 76 AV SE,HOUSING - TOWNHOUSE,WARD 9,OGDEN,{4CB6A4B3-3063-4CB1-9FA9-DF0F9D4E4974},"MULTIPOLYGON (((-113.9959522 50.985167, -113.9958668 50.9851666, -113.9958658 50.9852696, -113.9959551 50.98527, -113.9959522 50.985167)))"
GOAT SHELTER,1300 ZOO RD NE,1601 MEMORIAL DR NE,SPECIALIZED ZOO BUILDINGS,WARD 9,BRIDGELAND/RIVERSIDE,{4F76FB9D-1BF8-4B3C-BC7A-418AECA67C9A},"MULTIPOLYGON (((-114.0241704 51.0455962, -114.024139 51.0456066, -114.0241384 51.0456223, -114.0241381 51.0456284, -114.0241624 51.0456409, -114.0241617 51.0456521, -114.0241821 51.04567, -114.0242016 51.045675, -114.0242341 51.0456777, -114.0242518 51.045674, -114.0242733 51.0456633, -114.0242852 51.04565, -114.0242855 51.0456404, -114.0242856 51.045636, -114.0242795 51.0456193, -114.0242644 51.0456091, -114.0242479 51.0456009, -114.024224 51.0455989, -114.0242012 51.0456008, -114.0241704 51.0455962)))"
2728 76 AV SE HOUSING,2728 76 AV SE,2732 76 AV SE,HOUSING - TOWNHOUSE,WARD 9,OGDEN,{5F587D9F-B267-4484-B3EF-6726227BD201},"MULTIPOLYGON (((-113.9959551 50.98527, -113.9960406 50.9852703, -113.9960416 50.9851673, -113.9959522 50.985167, -113.9959551 50.98527)))"
FOREST LAWN LIFT STATION,1999 26 ST SE,2015 26 ST SE,LIFT STATION,WARD 9,SOUTHVIEW,{91220E4E-9475-429D-BC20-0949A383758A},"MULTIPOLYGON (((-113.9962393 51.035658, -113.9961463 51.035676, -113.9961893 51.0357644, -113.9962823 51.0357465, -113.9962393 51.035658)))"
723-749 ERINWOODS LN SE HOUSING,723-749 ERINWOODS LN SE,293 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{FFDF34FE-9483-4BCA-91E8-98B72B820450},"MULTIPOLYGON (((-113.9672061 51.0263494, -113.9672869 51.0263998, -113.9673676 51.0264502, -113.9674464 51.0263999, -113.9674404 51.0263962, -113.967441 51.0263957, -113.967502 51.0263569, -113.9675629 51.0263181, -113.967594 51.0263375, -113.9676549 51.0262986, -113.9677159 51.0262598, -113.9677768 51.026221, -113.9677839 51.0262254, -113.9678651 51.0261736, -113.9677845 51.0261233, -113.967704 51.0260731, -113.9676233 51.0261245, -113.9676286 51.0261278, -113.967628 51.0261281, -113.9675671 51.026167, -113.9675062 51.0262058, -113.9674455 51.0262445, -113.9674134 51.0262245, -113.9674131 51.0262246, -113.9673522 51.0262635, -113.9672913 51.0263023, -113.9672856 51.0262988, -113.9672061 51.0263494)))"
WEST ENTRANCE,1300 ZOO RD NE,1300 ZOO RD NE,RETAIL,WARD 9,BRIDGELAND/RIVERSIDE,{AB63A4DA-ADE2-4354-B908-E558CA0A0F6E},"MULTIPOLYGON (((-114.0353383 51.0460461, -114.0353127 51.046058, -114.0352835 51.046066, -114.0353244 51.0460995, -114.0353017 51.0461172, -114.0353295 51.0461338, -114.0353609 51.0461449, -114.0353833 51.0461293, -114.0354422 51.0461435, -114.0354539 51.0461343, -114.035457 51.0461295, -114.0354634 51.0461156, -114.0354635 51.0461154, -114.0354658 51.0461103, -114.0354202 51.0460993, -114.035402 51.046079, -114.0353681 51.0460731, -114.0353383 51.0460461)))"
BONNYBROOK WWTP EXHAUST FAN FOR TUNNEL,4500 15 ST SE,4500 15 ST SE,WATER/WASTE WATER TREATMENT PLANT,WARD 9,ALYTH/BONNYBROOK,{3A145AAD-9FBE-4FAA-9AAA-47667C4DC7A9},"MULTIPOLYGON (((-114.017204 51.0145826, -114.0172015 51.0145826, -114.0171975 51.0145826, -114.0171714 51.0145826, -114.0171545 51.0145827, -114.0171547 51.014598, -114.0171547 51.0146016, -114.0172041 51.0146015, -114.0172041 51.014601, -114.017204 51.0145826)))"
RESIDENTIAL,1113 36 ST SE,1113 36 ST SE,SINGLE FAMILY,WARD 9,ALBERT PARK/RADISSON HEIGHTS,{389EE739-7E8A-4036-A96E-09A2CF8CEDEF},"MULTIPOLYGON (((-113.9819106 51.0434623, -113.9819105 51.0435204, -113.9820684 51.0435205, -113.9820685 51.0434969, -113.9820686 51.0434695, -113.9820686 51.0434625, -113.9819106 51.0434623)))"
EAST CALGARY TWIN ARENA SOCIETY GARAGE,299 ERIN WOODS DR SE,299 ERIN WOODS DR SE,COMMUNITY AUXILIARY,WARD 9,ERIN WOODS,{B52D15A6-200C-4BA6-B988-54066C039A3C},"MULTIPOLYGON (((-113.9657888 51.0268523, -113.9656704 51.0268555, -113.9656649 51.0268557, -113.9656699 51.0269297, -113.9657876 51.0269265, -113.9657938 51.0269263, -113.9657888 51.0268523)))"
NORTH MAINTENANCE SHOP,84 ST GEORGES DR NE,84 ST GEORGES DR NE,MAINTENANCE GARAGE,WARD 9,BRIDGELAND/RIVERSIDE,{78CE3DE2-D7B6-4194-9999-47438C6D816F},"MULTIPOLYGON (((-114.0247363 51.0518058, -114.0243168 51.0518085, -114.0243172 51.0518343, -114.0242852 51.0518345, -114.0242854 51.0518455, -114.0242439 51.0518458, -114.0242453 51.0519345, -114.0242995 51.0519342, -114.0242997 51.0519479, -114.0243051 51.0519478, -114.0243057 51.0519844, -114.0243196 51.0519843, -114.0243198 51.0519953, -114.0245771 51.0519937, -114.0245776 51.0520271, -114.0247399 51.052026, -114.0247363 51.0518058)))"
5757 2 ST SW HOUSING,5757 2 ST SW,5717 2 ST SW,HOUSING - APARTMENT,WARD 9,MANCHESTER,{1A089982-0E09-4DDE-B52A-AD5401599EDB},"MULTIPOLYGON (((-114.0689479 51.0027078, -114.0689279 51.0027611, -114.0688507 51.0027496, -114.0687926 51.002793, -114.0687933 51.002972, -114.0688361 51.0029719, -114.0688362 51.0030046, -114.0691212 51.0030042, -114.0691211 51.0029724, -114.0691663 51.0029723, -114.069166 51.0028978, -114.0691956 51.0028978, -114.0691954 51.0028555, -114.0691628 51.0028556, -114.0691638 51.0028445, -114.069159 51.0028303, -114.0691482 51.0028145, -114.069134 51.0027983, -114.0691206 51.002785, -114.0691075 51.0027723, -114.0690916 51.0027598, -114.0690692 51.0027457, -114.0690531 51.0027379, -114.0690289 51.0027284, -114.0690077 51.002721, -114.0689868 51.0027153, -114.0689701 51.0027111, -114.0689479 51.0027078)))"
RESIDENTIAL GARAGE,1540 36 ST SE,1540 36 ST SE,RESIDENTIAL STORAGE,WARD 9,FOREST LAWN,{FD5918B3-EE6F-4684-92B2-65DBB8610F90},"MULTIPOLYGON (((-113.9809332 51.0395126, -113.9809329 51.0395976, -113.981041 51.0395977, -113.9810413 51.0395127, -113.9809332 51.0395126)))"
MANCHESTER BRIDGE CREW BLDG E4,651 25 AV SE,651 25 AV SE,MISCELLANEOUS,WARD 9,MANCHESTER INDUSTRIAL,{324F32A9-DA45-4644-821F-5F48BC0897DB},"MULTIPOLYGON (((-114.0520616 51.0259492, -114.0521012 51.0258771, -114.0520898 51.0258746, -114.0519867 51.0258521, -114.0519471 51.0259242, -114.0520616 51.0259492)))"
2740 76 AV SE HOUSING,2740 76 AV SE,2732 76 AV SE,HOUSING - TOWNHOUSE,WARD 9,OGDEN,{3570D212-1473-4A20-B08B-F700954D9D95},"MULTIPOLYGON (((-113.9964601 50.9855816, -113.996461 50.9856849, -113.9965369 50.9856849, -113.9965368 50.9855613, -113.9964652 50.9855613, -113.9964652 50.9855816, -113.9964601 50.9855816)))"
BONNYBROOK WWTP STORAGE TENT - DISPOSED,4500 15 ST SE,4500 15 ST SE,COLD STORAGE,WARD 9,ALYTH/BONNYBROOK,{94192250-EC12-44ED-9383-3409AFBE75E4},"MULTIPOLYGON (((-114.0195671 51.0123482, -114.0194332 51.0123467, -114.0194312 51.0124164, -114.019565 51.012418, -114.0195671 51.0123482)))"
PUBLIC WASHROOM,1300 ZOO RD NE,1300 ZOO RD NE,WASHROOM,WARD 9,BRIDGELAND/RIVERSIDE,{FB3D010D-4455-49DE-A4A8-8D68938357AF},"MULTIPOLYGON (((-114.0311713 51.0455646, -114.0311604 51.0455889, -114.0311395 51.045633, -114.0311372 51.0456377, -114.0311734 51.0456445, -114.031254 51.0456597, -114.0312782 51.0456088, -114.03129 51.0455862, -114.0312453 51.0455781, -114.0312187 51.0455733, -114.0311713 51.0455646)))"
PENBROOKE MEADOWS COMMUNITY ASSOCIATION,6100 PENBROOKE DR SE,6333 5 AV SE,COMMUNITY GATHERING,WARD 9,PENBROOKE MEADOWS,{A49E2A2E-C766-4AD9-A40B-F231A0CA7158},"MULTIPOLYGON (((-113.9464575 51.0457699, -113.9464164 51.0457699, -113.9464132 51.0457699, -113.9462283 51.0457699, -113.9462283 51.0458013, -113.9462198 51.0458013, -113.9461354 51.0458013, -113.9461354 51.0458294, -113.9461354 51.0459519, -113.9462282 51.0459519, -113.9462281 51.0461049, -113.9464962 51.0461049, -113.9464962 51.046034, -113.9464926 51.046034, -113.9464574 51.046034, -113.9464574 51.045915, -113.9464575 51.0457699)))"
LYNX,1300 ZOO RD NE,1300 ZOO RD NE,SPECIALIZED ZOO BUILDINGS,WARD 9,BRIDGELAND/RIVERSIDE,{889FBB8B-E699-4F3F-B855-952B96A7A559},"MULTIPOLYGON (((-114.0330081 51.0453577, -114.0329887 51.0453707, -114.0329949 51.0453829, -114.0329755 51.0454147, -114.0329954 51.0454196, -114.033 51.0454207, -114.032996 51.045428, -114.033065 51.0454422, -114.0331403 51.0454155, -114.0331615 51.045408, -114.033168 51.0453959, -114.0330407 51.0453673, -114.0330432 51.0453632, -114.0330276 51.0453589, -114.0330254 51.0453624, -114.0330081 51.0453577)))"
NOSE CREEK PUMP STATION #7,90 ST GEORGES DR NE,90 ST GEORGES DR NE,PUMP STATION,WARD 9,BRIDGELAND/RIVERSIDE,{7A5BD72C-3972-419F-B1DB-C38A810E0ABD},"MULTIPOLYGON (((-114.0252891 51.0521132, -114.0252851 51.0521132, -114.0251752 51.0521144, -114.0251775 51.0521976, -114.0252851 51.0521965, -114.0252913 51.0521964, -114.0252891 51.0521132)))"
55 ERINDALE CR SE HOUSING,55 ERINDALE CR SE,55 ERIN DALE CR SE,HOUSING - SINGLE FAMILY,WARD 9,ERIN WOODS,{5A65B775-0DBC-4518-BD29-08E7AC1E6116},"MULTIPOLYGON (((-113.9769221 51.0203579, -113.9768466 51.0204048, -113.9769402 51.0204647, -113.976943 51.020463, -113.9769493 51.020467, -113.977022 51.0204219, -113.9769221 51.0203579)))"
GREAT PLAINS RECREATION FACILITY,5749 76 AV SE,5749 76 AV SE,ARENA,WARD 9,GREAT PLAINS,{559FD6B1-D5CB-4003-BD68-2E876B8FE811},"MULTIPOLYGON (((-113.948569 50.984536, -113.9484153 50.9844464, -113.9484923 50.9843658, -113.9486652 50.9843659, -113.9486634 50.9839852, -113.9475685 50.9839858, -113.947264 50.9843545, -113.9472625 50.9847331, -113.9481758 50.9848038, -113.948569 50.984536)))"
ERLTON/STAMPEDE LRT STATION,2399C 2A ST SE,,LRT STATION,WARD 9,MANCHESTER INDUSTRIAL,{E75D4F72-0BEF-4D8F-90BB-CABFA1D4084F},"MULTIPOLYGON (((-114.0588863 51.0317568, -114.0588674 51.0320319, -114.0588826 51.032032, -114.0588672 51.0322309, -114.0587909 51.0322289, -114.0586923 51.0322845, -114.0586727 51.0324924, -114.0586542 51.0324922, -114.058651 51.0325484, -114.0586332 51.0325483, -114.0586338 51.0325538, -114.0586338 51.0325539, -114.0587013 51.032555, -114.0587634 51.0325189, -114.0587801 51.0325092, -114.0587824 51.0324629, -114.058788 51.0323565, -114.0589395 51.0323601, -114.0589641 51.0320351, -114.0589718 51.0320352, -114.0589899 51.0317599, -114.058989 51.0317599, -114.0589641 51.0317591, -114.0588863 51.0317568)))"
FIRE STATION #16,4124 11 ST SE,4124 11 ST SE,FIRE,WARD 9,HIGHFIELD,{05B4909D-7290-4557-BCF2-00BCE0762CD0},"MULTIPOLYGON (((-114.0360567 51.0184571, -114.0360568 51.0182582, -114.0358712 51.0182581, -114.0358712 51.0181797, -114.0357169 51.0181797, -114.0357169 51.0181905, -114.0356547 51.0181904, -114.0356545 51.0184564, -114.0360567 51.0184571)))"
19 ERINDALE CR SE HOUSING,19 ERINDALE CR SE,19 ERIN DALE CR SE,HOUSING - SINGLE FAMILY,WARD 9,ERIN WOODS,{5A48CCD9-BD15-49AE-910D-A5FC2A3294B1},"MULTIPOLYGON (((-113.9788575 51.0191154, -113.9787848 51.0191606, -113.9788906 51.0192283, -113.9789633 51.0191831, -113.9788575 51.0191154)))"
2720 76 AV SE HOUSING,2720 76 AV SE,2732 76 AV SE,HOUSING - TOWNHOUSE,WARD 9,OGDEN,{40C0906F-A510-4193-B545-CE36140F5BDA},"MULTIPOLYGON (((-113.9964713 50.9851869, -113.9963778 50.9851872, -113.9963778 50.985292, -113.9964704 50.9852917, -113.9964713 50.9851869)))"
KAL TIRE,4704 MACLEOD TR SW,4718 MACLEOD TR SW;4722 MACLEOD TR SW;4726 MACLEOD TR SW;4730 MACLEOD TR SW;4734 MACLEOD TR SW;4738 MACLEOD TR SW;4742 MACLEOD TR SW;4746 MACLEOD TR S,RETAIL,WARD 9,MANCHESTER,{4251AB44-4902-4A4E-9648-DE6878DC53F8},"MULTIPOLYGON (((-114.0664801 51.0102602, -114.0664772 51.0102662, -114.0664738 51.0102659, -114.0664731 51.0102677, -114.0664629 51.0102663, -114.0664489 51.0102973, -114.0664577 51.0102995, -114.066457 51.0103014, -114.0664599 51.0103023, -114.0664558 51.0103116, -114.0664509 51.0103109, -114.0664502 51.0103124, -114.0664426 51.0103112, -114.0664126 51.0103764, -114.0664221 51.0103782, -114.066421 51.0103806, -114.066424 51.0103814, -114.0664188 51.0103909, -114.0664131 51.01039, -114.0664124 51.010391, -114.0664062 51.0103898, -114.0663027 51.0106164, -114.0663113 51.0106179, -114.0663105 51.0106198, -114.0663135 51.0106202, -114.0663089 51.0106298, -114.0663053 51.0106295, -114.0663042 51.0106309, -114.0662956 51.0106296, -114.0662659 51.0106953, -114.0662745 51.0106975, -114.0662734 51.0106994, -114.0662767 51.0107005, -114.0662726 51.0107091, -114.0662687 51.0107088, -114.0662679 51.0107104, -114.0662592 51.0107094, -114.0662479 51.0107343, -114.0662563 51.0107358, -114.0662551 51.0107383, -114.0662586 51.010739, -114.066255 51.0107471, -114.0662175 51.0107402, -114.066187 51.0107514, -114.0661728 51.0107827, -114.0661899 51.0108028, -114.0662391 51.0108118, -114.066256 51.0108051, -114.0662646 51.0108163, -114.0663105 51.0108246, -114.0663156 51.0108255, -114.0663285 51.0108385, -114.0663881 51.0108493, -114.0663901 51.0108487, -114.0664326 51.0108358, -114.0664512 51.0107949, -114.0664281 51.010769, -114.0663914 51.0107624, -114.0663917 51.0107618, -114.0663969 51.0107627, -114.0664088 51.0107366, -114.0664025 51.0107354, -114.0664034 51.0107334, -114.0663987 51.0107325, -114.0664032 51.0107226, -114.0664082 51.0107235, -114.066409 51.0107216, -114.066416 51.0107229, -114.066446 51.0106572, -114.0664394 51.010656, -114.0664403 51.010654, -114.0664356 51.0106531, -114.0664401 51.0106433, -114.0664444 51.0106441, -114.0664452 51.0106422, -114.0664518 51.0106434, -114.0664864 51.0105676, -114.0664945 51.010569, -114.0665211 51.0105739, -114.0665262 51.0105727, -114.0665427 51.0105688, -114.0665529 51.0105465, -114.066541 51.0105347, -114.0665046 51.0105281, -114.0665552 51.0104173, -114.0665495 51.0104163, -114.0665503 51.0104146, -114.0665461 51.0104138, -114.0665505 51.010404, -114.0665554 51.0104049, -114.0665564 51.0104029, -114.0665624 51.010404, -114.0665925 51.0103382, -114.0665862 51.010337, -114.0665869 51.0103353, -114.0665824 51.0103345, -114.066587 51.0103246, -114.0665915 51.0103254, -114.0665923 51.0103237, -114.0665988 51.0103249, -114.066613 51.0102937, -114.0666051 51.0102922, -114.0666059 51.0102905, -114.0666025 51.0102899, -114.0666057 51.010283, -114.0664801 51.0102602)))"
MANCHESTER BUILDING E ANNEX,2808 SPILLER RD SE,651 25 AV SE,ADMINISTRATION,WARD 9,MANCHESTER INDUSTRIAL,{9332B007-7563-4C63-B764-07391B98C9A4},"MULTIPOLYGON (((-114.0521888 51.029189, -114.0525112 51.0288889, -114.0523046 51.0288003, -114.0526761 51.0284496, -114.0526763 51.0284495, -114.0529388 51.0282017, -114.0523865 51.0279641, -114.0521339 51.0282002, -114.0520506 51.0281647, -114.0516101 51.0284026, -114.0517077 51.0284773, -114.0516226 51.02854, -114.0515415 51.0285746, -114.0514398 51.0286135, -114.0513218 51.0286525, -114.051227 51.0286793, -114.0510789 51.0287128, -114.0521888 51.029189)))"
ROADS DISTRICT 7 GRADER BARN,5603 24 ST SE,5603 24 ST SE;5611 24 ST SE,MISCELLANEOUS,WARD 9,FOOTHILLS,{88F1C0D8-7AB1-4AC1-908C-994EC3C98766},"MULTIPOLYGON (((-114.002096 51.0033201, -114.0018206 51.0033201, -114.0017272 51.0033202, -114.0017287 51.0035863, -114.0018205 51.0035866, -114.0020983 51.0035874, -114.002096 51.0033201)))"
EAST CALGARY WMF BUILDING P,3801 68 ST SE,3801 68 ST SE,PROCESSING BUILDING,WARD 9,09Q,{05E11B28-2693-44B2-808D-175375305AB7},"MULTIPOLYGON (((-113.9494614 51.0225903, -113.9494624 51.0226414, -113.9496557 51.0226415, -113.9496574 51.022591, -113.9494614 51.0225903)))"
249A PENNSYLVANIA RD SE HOUSING,249A PENNSYLVANIA RD SE,249 PENNSYLVANIA RD SE,HOUSING - APARTMENT,WARD 9,PENBROOKE MEADOWS,{71832917-B389-4DD6-A713-D25259937E23},"MULTIPOLYGON (((-113.9551918 51.0528079, -113.9549264 51.0528085, -113.9549283 51.0531814, -113.9551937 51.0531809, -113.9551918 51.0528079)))"
TUSCAN GRILL,1300 ZOO RD NE,1300 ZOO RD NE,RESTAURANT,WARD 9,BRIDGELAND/RIVERSIDE,{DB404228-E933-4B1D-BE24-03D5002C7585},"MULTIPOLYGON (((-114.0316085 51.0453252, -114.0315901 51.0453257, -114.0315905 51.0453312, -114.0315132 51.0453334, -114.0315128 51.045328, -114.0314932 51.0453286, -114.0314989 51.0454058, -114.0314999 51.0454186, -114.0316152 51.0454152, -114.0316145 51.0454056, -114.0316141 51.0454004, -114.0316085 51.0453252)))"
INGLEWOOD BIRD SANCTUARY OUTDOOR LEARNING CENTRE,2410 9 AV SE,2410 9 AV SE,SHELTER,WARD 9,INGLEWOOD,{DA092E46-F375-411B-AE4E-33B35F351224},"MULTIPOLYGON (((-114.0064082 51.0309348, -114.0064311 51.0309026, -114.0063053 51.0308654, -114.0062648 51.0309181, -114.0062926 51.0309263, -114.0062848 51.0309433, -114.0064076 51.0309656, -114.0064193 51.0309366, -114.0064082 51.0309348)))"
PRE-HISTORIC CLASSROOM,1300 ZOO RD NE,1551 MEMORIAL DR NE,PUBLIC GATHERING,WARD 9,BRIDGELAND/RIVERSIDE,{60C7D3F4-4F20-4903-A9CE-2EA0CB4F249E},"MULTIPOLYGON (((-114.0269207 51.0459391, -114.0268904 51.0460298, -114.0269957 51.0460447, -114.0269962 51.0460433, -114.0270261 51.0459532, -114.0269446 51.0459423, -114.0269207 51.0459391)))"
MANCHESTER IT BUILDING,651 25 AV SE,651 25 AV SE,MISCELLANEOUS,WARD 9,MANCHESTER INDUSTRIAL,{2072D29A-A4F9-49AF-A49C-0E1503D252D1},"MULTIPOLYGON (((-114.0497168 51.0276951, -114.0496734 51.0277355, -114.0498446 51.0278087, -114.0498597 51.0277947, -114.0498881 51.0277683, -114.0497168 51.0276951)))"
3214 32A AV SE HOUSING,3214 32A AV SE,3212 32A AV SE,HOUSING - DUPLEX,WARD 9,DOVER,{E4E46186-69A9-4BDA-900F-976748B5B011},"MULTIPOLYGON (((-113.9883306 51.0248549, -113.988264 51.0248935, -113.9883794 51.0249726, -113.9884511 51.0249309, -113.9883306 51.0248549)))"
3213 33A AV SE HOUSING,3213 33A AV SE,3213 33A AV SE,HOUSING - DUPLEX,WARD 9,DOVER,{66D714C3-182C-4C2B-99C2-83E8CFA47D79},"MULTIPOLYGON (((-113.9882835 51.0236888, -113.9883481 51.0237333, -113.9884754 51.0236597, -113.9884147 51.0236179, -113.9882835 51.0236888)))"
BONNYBROOK WWTP PRIMARY PUMPHOUSE #3,4500 15 ST SE,4500 15 ST SE,PUMP HOUSE,WARD 9,ALYTH/BONNYBROOK,{798131D8-9DB3-41FE-AD8D-4B895DD6E7AC},"MULTIPOLYGON (((-114.0213406 51.0144785, -114.0213403 51.0145756, -114.0214452 51.0145756, -114.0214451 51.0144793, -114.0213406 51.0144785)))"
