BOARD,NAME,ADDRESS_AB,POSTAL_COD,CITY,PROVINCE,PHONE_NO,FAX_NO,EMAIL,GRADES,POSTSECOND,DATA_SOURCE,ELEM,JUNIOR_H,SENIOR_H,GLOBAL_ID,POINT,Ward Boundaries 2 2,City Quadrants 2 2,Calgary Communities 2 2,Ward Boundaries 2013-2017 2 2,CALGIS CENSUS COMMUNITY DIST 2015 Shape File 2 2
The Calgary School Division,Copperfield School,54 Copperstone Rd SE,T2Z0G7,Calgary,AB,(403) 817-3512,,copperfield@cbe.ab.ca,Elementary,N,N,Y,N,N,{C2271D11-666C-463A-AB3C-983B0C2727A6},POINT (-113.9288059 50.914832),4,3,96,8,230
The Calgary School Division,Fish Creek School,1039 Suncastle Dr SE,T2X2Z1,Calgary,AB,(403) 777-6400,,fishcreek@cbe.ab.ca,Elementary,N,N,Y,N,N,{BDB489CC-DB77-4803-BA9B-A4D9777B2C1F},POINT (-114.0328114 50.9015051),6,3,52,13,128
Foundations for the Future Charter Academy Charter School Society,North Middle School Campus,211 McKnight Blvd. NE,T2E5S7,Calgary,AB,,,kimberly.johnson@ffca-calgary.com,Elementary/Junior High,N,N,Y,Y,N,{AD9E2179-5F75-49E7-A7D0-7BD580D1632D},POINT (-114.060601 51.0954531),2,4,241,4,101
The Alberta Ballet Company,Alberta Ballet School,"West Annex, 2nd Floor  906-12 Avenue S.W.",T2R1K7,Calgary,AB,(403) 245-2274,,schoolreception@albertaballet.com,Junior High/Senior High,N,N,N,Y,Y,{CFC681F6-9350-4F77-91D9-9E86F0A0B5E7},POINT (-114.082058 51.042251),14,1,260,2,130
The Calgary School Division,Crossing Park School,500 Martindale Blvd NE,T3J4W8,Calgary,AB,(403) 777-7195,,crossingpark@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{496D2CA3-1481-4DA9-8254-60F5FA182FFA},POINT (-113.9663237 51.1156922),9,4,180,1,184
The Calgary Roman Catholic Separate School Division,St. Maria Goretti Elementary School,375 Hawkstone Drive N.W.,T3G3T7,Calgary,AB,(403) 500-2099,,stmariagoretti@cssd.ab.ca,Elementary,N,N,Y,N,N,{860D22B9-5BC8-4673-8023-A6E81A897C1F},POINT (-114.1777507 51.1345242),3,2,248,10,176
The Calgary School Division,Arbour Lake Middle School,27 Arbour Crest Dr NW,T3G4H3,Calgary,AB,(403) 777-7310,,ArbourLake@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{9D9879AE-FE19-420B-8DEA-BFDD31C7E18B},POINT (-114.2091772 51.134651),3,2,244,10,173
The Calgary Roman Catholic Separate School Division,St. Teresa of Calcutta School,St. Teresa School 121 Midlake,T2X1T7,Calgary,AB,(403) 500-2078,,stteresa@cssd.ab.ca,Elementary,N,N,Y,N,N,{12B39986-F96C-4871-B14B-3861F3D11E49},POINT (-114.0520832 50.9143778),6,3,263,13,161
The Calgary School Division,Janet Johnstone School,224 Shawnessy Dr SW,T2Y1M1,Calgary,AB,(403) 777-8670,,janetjohnstone@cbe.ab.ca,Elementary,N,N,Y,N,N,{A5D7EAC1-942E-4FB7-AC7E-9267576586E2},POINT (-114.080086 50.9093693),5,1,115,6,281
New Heights School and Learning Services Society,New Heights School and Learning Services,2521 Dieppe Ave SW,T3E7M1,Calgary,AB,(403) 240-1312,,info@newheightscalgary.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{D547C12D-69A9-4F05-BA52-BC2F5170315E},POINT (-114.1221707 51.0184736),8,1,199,2,50
The Calgary School Division,Manmeet Singh Bhullar School,1027 Martindale Blvd NE,T3J4Z1,Calgary,AB,(403) 817-3568,,manmeetsinghbhullar@cbe.ab.ca,Elementary,N,N,Y,N,N,{BF8FD442-18D7-42FD-82B3-1EAEED6E5C7D},POINT (-113.9594225 51.1233068),9,4,180,1,184
Asasa Learning,Asasa Academy,599 Northmount Drive N.W.,T2K3J6,Calgary,AB,(403) 285-5677,,,Elementary,N,N,Y,N,N,{E375F1E6-7B10-4150-A008-BAA495D9B115},POINT (-114.0880221 51.0871733),7,2,276,4,66
The Calgary School Division,Penbrooke Meadows School,5645 Pensacola Cres SE,T2A2G4,Calgary,AB,(403) 777-8230,,penbrookemeadows@cbe.ab.ca,Elementary,N,N,Y,N,N,{B7DA1C9B-05D0-4D1A-8EE8-DB91079B4A71},POINT (-113.9521888 51.0417953),12,3,30,11,244
Rundle College Society,Rundle Studio,7375 - 17 Avenue SW,T3H3W5,Calgary,AB,(403) 291-3866,,contactus@rundle.ab.ca,Junior High/Senior High,N,N,N,Y,Y,{B9DB6BE0-C87A-42C4-A9E8-FA20CD234991},POINT (-114.1939221 51.0368941),1,1,289,14,22
The Calgary School Division,Bayside School,15 Auburn Crest Park SE,T3M0Z4,Calgary,AB,(403) 817-3436,,baysideschool@cbe.ab.ca,Elementary,N,N,Y,N,N,{C3786788-2042-4AA0-9D24-232779489BA9},POINT (-113.9475262 50.8882439),4,3,95,8,217
The Calgary Roman Catholic Separate School Division,St. Thomas More School,6110 Temple Drive N.E.,T1Y5V4,Calgary,AB,(403) 500-2081,,stthomasmore@cssd.ab.ca,Elementary,N,N,Y,N,N,{833D193B-871E-43FE-8A11-BFE964902688},POINT (-113.9455354 51.085415),9,4,22,3,237
The Palliser School Division,Heritage Christian Academy,2003 McKnight Boulevard N.E.,T2E6L2,Calgary,AB,(403) 219-3201,,heritage_info@pallisersd.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{2CE61349-FD5F-41D7-8DAA-42FB815C6179},POINT (-114.0101364 51.0921352),9,4,72,3,67
The Calgary School Division,CLS Forest Lawn Writing Centre,1304 44 St SE,T2A1M8,Calgary,AB,(403) 272-6665,,chinooklearning@cbe.ab.ca,Unknown,N,N,N,N,N,{D6FC2138-D854-44DF-85C8-B6103C11C1BA},POINT (-113.9689496 51.0424031),12,3,85,11,211
The Calgary School Division,R. T. Alderman School,725 Mapleton Dr SE,T2J1S1,Calgary,AB,(403) 777-7520,,rtalderman@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{922968FF-ADDB-4BE8-A283-4A6DF83291A4},POINT (-114.0445879 50.9611594),6,3,93,5,216
The Canadian Montessori School Ltd.,Canadian Montessori School West,1112 - 70 Avenue S.W.,T2V0P6,Calgary,AB,(403) 252-3281,,admin@calgarymontessorischool.com,Unknown,N,N,N,N,N,{BF3FD96E-037E-42B0-BA5D-E0B2CF0274ED},POINT (-114.0882622 50.9907447),8,1,29,5,243
The Calgary School Division,Queen Elizabeth High School,512  18 St NW,T2N2G5,Calgary,AB,(403) 777-6380,,queenelizabethjrsr@cbe.ab.ca,Junior High/Senior High,N,N,N,Y,Y,{1F103391-F135-4B7B-8CE3-4C82D779D527},POINT (-114.1019163 51.0562024),7,2,40,7,285
The Calgary School Division,Colonel Walker School,1921  9 Ave SE,T2G0V3,Calgary,AB,(403) 777-6780,,colonelwalker@cbe.ab.ca,Elementary,N,N,Y,N,N,{B16245BF-1B7B-4180-9B61-BB96E3FDA545},POINT (-114.0190347 51.034362),10,3,54,11,54
The Calgary Roman Catholic Separate School Division,Father Lacombe School,3615 Radcliffe Drive S.E.,T2A6B4,Calgary,AB,(403) 500-2066,,fatherlacombe@cssd.ab.ca,Senior High,N,N,N,N,Y,{AA9751CD-5CC3-4F9C-8BD9-3A2CEF7C9ACB},POINT (-113.9832447 51.0473809),12,3,121,11,264
The Calgary School Division,Prince of Wales School,253 Parkland Way SE,T2J3Y9,Calgary,AB,(403) 777-6880,,princeofwales@cbe.ab.ca,Elementary,N,N,Y,N,N,{D3F85515-9EDF-4B40-880A-90DA4ECBFDA1},POINT (-114.033308 50.9247642),6,3,117,13,261
School of East Indian Languages and Performing Arts of Calgary,School of East Indian Languages and Performing Arts,376 Silverado Boulevard SW,T2X0N9,Calgary,AB,(403) 280-5110,,office@silpa.ca,Unknown,N,N,N,N,N,{35F6841C-5EF6-411A-B674-E893D5A2A6BF},POINT (-114.0875454 50.8837415),6,1,134,6,252
The Calgary School Division,Discovering Choices,#206 315 10 Ave SE,T2G0W2,Calgary,AB,(403) 268-3265,,discoveringchoices@cbe.ab.ca,Senior High,N,N,N,N,Y,{901B8706-E515-4A67-BBD9-2B726009FD7C},POINT (-114.0566933 51.0428705),14,3,260,5,130
Muslim Association of Canada,MAC Islamic School - Calgary Chapter,64 12 street NE,T3G1B5,Calgary,AB,(403) 454-7879,,office@macislamicschool.ca,Elementary/Junior High,N,N,Y,Y,N,{ECCE1386-6222-439E-BEB6-3F4016D773A4},POINT (-114.1799322 51.1148369),3,2,245,10,174
The Calgary School Division,Colonel Irvine School,412 Northmount Dr NW,T2K3H6,Calgary,AB,(403) 777-7280,,colonelirvine@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{564C0864-C8A4-4A77-87FC-301B2E9F3E3A},POINT (-114.0799321 51.0924368),7,2,37,4,295
The Calgary School Division,Twelve Mile Coulee School,65 Tuscany Hills Rd NW,T3L0C7,Calgary,AB,(403) 817-3390,,TwelveMileCoulee@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{1E1930D2-F3FA-4D60-B1F6-F15CCE7CAF12},POINT (-114.2434801 51.1228362),13,2,158,9,107
The Calgary Roman Catholic Separate School Division,St. Rita School,7811 Ranchview Drive N.W.,T3G2B3,Calgary,AB,(403) 500-2083,,strita@cssd.ab.ca,Elementary,N,N,Y,N,N,{81403AE6-40DD-4CA0-A3B4-307B7820D960},POINT (-114.1817531 51.1198662),3,2,245,10,174
The Calgary Roman Catholic Separate School Division,St. Monica School,235 - 18 Avenue S.W.,T2S0C2,Calgary,AB,(403) 500-2001,,Stmonica@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{BEEE429B-2833-4A2A-AD5D-1A06216CB069},POINT (-114.0678144 51.0367698),14,1,297,5,90
The Calgary School Division,Chief Justice Milvain School,3428  42 St NE,T1Y6A3,Calgary,AB,(403) 777-6700,,chiefjusticemilvain@cbe.ab.ca,Elementary,N,N,Y,N,N,{9D17B187-0B56-4E5C-B4BC-FB9E6DB7F352},POINT (-113.97219 51.083686),9,4,145,3,251
Alberta Chung Wah School Society,Alberta Chung Wah School,"#270, 328 Centre Street S.E.",T2G4X6,Calgary,AB,(403) 271-8033,,office@albertachungwahschool.ca,Unknown,N,N,N,N,N,{346979AE-ABAF-4F77-AE8C-357340CE8A61},POINT (-114.0617383 51.049565),7,3,21,7,236
The Calgary School Division,W. O. Mitchell School,511 Silvergrove Dr NW,T3B4R9,Calgary,AB,(403) 777-6100,,womitchell@cbe.ab.ca,Elementary,N,N,Y,N,N,{6F4248AD-91DD-4C72-AE1B-9D7E85AE5A1D},POINT (-114.1942875 51.1136908),13,2,147,9,12
The Calgary Roman Catholic Separate School Division,St. Wilfrid Elementary School,4225 - 44 Avenue N.E.,T1Y4Y1,Calgary,AB,(403) 500-2077,,stwilfrid@cssd.ab.ca,Elementary,N,N,Y,N,N,{ADD1FA6F-73CB-41C8-82C9-4297410F848F},POINT (-113.9690047 51.0919216),9,4,145,3,251
The Calgary School Division,Wilma Hansen School,963 Queensland Dr SE,,Calgary,AB,(403) 777-7430,,wilmahansen@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{1FE25AA7-752C-4F7F-8242-C6A3FA7F5B22},POINT (-114.0188704 50.9322873),6,3,215,13,141
The Calgary School Division,Robert Thirsk High School,8777 Nose Hill Dr NW,T3G5T3,Calgary,AB,,,RobertThirskHigh@cbe.ab.ca,Senior High,N,N,N,N,Y,{4623CF1B-A2A5-4577-A3C5-630621267378},POINT (-114.1947783 51.1308413),3,2,244,10,173
The Calgary Roman Catholic Separate School Division,Holy Name (Bilingual) School,3011 - 35 Street S.W.,T3E2Y7,Calgary,AB,(403) 500-2006,,holyname@cssd.ab.ca,Elementary,N,N,Y,N,N,{6F390003-2D6C-4A0A-86C7-4C2141F8BFDB},POINT (-114.1390036 51.0282719),14,1,182,2,38
Foundations for the Future Charter Academy Charter School Society,Northwest Elementary Campus,719-44 Ave NW,T2K0J5,Calgary,AB,(403) 282-5202,,,Elementary,N,N,Y,N,N,{3996CCBC-0A67-407A-B772-86352FFACDCE},POINT (-114.0780594 51.0931727),7,2,37,4,295
The Palliser School Division,Calgary Christian High School,5029 - 26 Avenue S.W.,T3E0R5,Calgary,AB,(403) 242-2896,,ccssoffice@pallisersd.ab.ca,Junior High/Senior High,N,N,N,Y,Y,{E4AE00FC-5496-4CDC-9872-98300AC23208},POINT (-114.1589411 51.0297634),1,1,298,14,33
Foundations for the Future Charter Academy Charter School Society,Southwest Elementary Campus,898 Sylvester Cres. SW,T2W0R7,Calgary,AB,(403) 259-3527,,pam.brah@ffca-calgary.com,Elementary,N,N,Y,N,N,{C60CE8F6-9C24-4C92-A6DD-89AA48150F2E},POINT (-114.0825466 50.9589807),8,1,7,5,91
The Calgary School Division,Vista Heights School,2411 Vermillion St NE,T2E6J3,Calgary,AB,(403) 777-6000,,vistaheights@cbe.ab.ca,Elementary,N,N,Y,N,N,{3C895B0A-A659-47EB-8058-B783DAB1D0C3},POINT (-114.0170736 51.0738872),9,4,141,3,273
The Calgary School Division,Elboya School,4804  6 St SW,T2S2N3,Calgary,AB,(403) 777-7760,,elboya@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{2256DEB1-E504-4868-8AAB-10884E731A63},POINT (-114.0782137 51.0108834),8,1,143,5,275
"Maria Montessori Education Centre of Calgary, Ltd.",Maria Montessori School - cSPACE King Edward Location,cSPACE Projects  1721-29 Avenue SW,T2T6T7,Calgary,AB,(403) 668-8538,,info@mmec.ca,Unknown,N,N,N,N,N,{E0BC39FD-9B6D-4525-B36F-700F80702078},POINT (-114.1008834 51.0272699),14,1,207,2,63
The Calgary Roman Catholic Separate School Division,Monsignor A. J. Hetherington Elementary School,4 Coral Springs Boulevard N.E,T3J3J3,Calgary,AB,(403) 500-2036,,msgrhetherington@cssd.ab.ca,Elementary,N,N,Y,N,N,{8A658437-ABDD-41EF-9FC9-7DB272D13F91},POINT (-113.9340476 51.0995523),9,4,293,3,87
The Calgary School Division,Alternative High School,5003  20 St SW,T2T5A5,Calgary,AB,(403) 777-7730,,alternative@cbe.ab.ca,Senior High,N,N,N,N,Y,{A9D518DA-4E51-4FBA-AFE4-24E497E329B6},POINT (-114.10996 51.0096595),8,1,200,2,267
The Calgary School Division,Georges P. Vanier School,509  32 Ave NE,T2E2H3,Calgary,AB,(403) 777-7460,,georgespvanier@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{73731A13-67BE-4436-B3D4-460C8FF80F6A},POINT (-114.0520691 51.0806053),10,4,88,7,202
The Calgary Roman Catholic Separate School Division,Corpus Christi School,5607 Thornton Road N.W.,T2K3C1,Calgary,AB,(403) 500-2023,,corpuschristi@cssd.ab.ca,Elementary,N,N,Y,N,N,{1896E608-2836-4346-AD5E-A3D89D05DBF8},POINT (-114.0680318 51.1015969),2,2,192,4,164
The Calgary School Division,William Reid School,1216  36 Ave SW,T2T2E9,Calgary,AB,(403) 777-6940,,williamreid@cbe.ab.ca,Elementary,N,N,Y,N,N,{927EF37A-E373-4D87-9EFC-C8698642103A},POINT (-114.0903428 51.0221745),8,1,70,5,75
The Calgary School Division,Belvedere Parkway School,4631  85 St NW,T3B2R8,Calgary,AB,(403) 777-6010,,belvedereparkway@cbe.ab.ca,Elementary,N,N,Y,N,N,{213540AA-CF18-4F83-BAB8-FCE07447A420},POINT (-114.2115592 51.0927168),13,2,149,9,77
The Calgary School Division,Ethel M. Johnson School,255 Sackville Dr SW,T2W0W7,Calgary,AB,(403) 777-8500,,ethelmjohnson@cbe.ab.ca,Elementary,N,N,Y,N,N,{6366D222-5D43-43EF-9B3E-E065933E63FA},POINT (-114.0890389 50.9554734),8,1,7,5,91
The Calgary Roman Catholic Separate School Division,Bishop O'Byrne High School,Suite 500  333 Shawville Boulevard S.E.,T2Y4H3,Calgary,AB,(403) 500-2103,,bishopobyrne@cssd.ab.ca,Senior High,N,N,N,N,Y,{06666D90-FD65-44D9-B762-BDB5F89BED37},POINT (-114.0645668 50.8980918),5,3,115,6,281
The Calgary Roman Catholic Separate School Division,Our Lady of the Assumption School,7311 - 34 Avenue N.W.,T3B1N5,Calgary,AB,(403) 500-2045,,assumption@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{FFF99428-62A4-4C9A-AEA7-AACE9540BE0C},POINT (-114.1913503 51.0832996),13,2,149,9,77
Calgary French & International School Society,Calgary French & International School,700 - 77 Street S.W.,T3H5R1,Calgary,AB,(403) 240-1500,,principal@cfis.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{E5E1C418-20BE-48E4-B14A-745CADB475E7},POINT (-114.1978322 51.0678949),1,1,128,14,272
The Calgary School Division,Simons Valley School,375 Sandarac Drive NW,T3K4B2,Calgary,AB,(403) 777-6660,,simonsvalley@cbe.ab.ca,Elementary,N,N,Y,N,N,{64389FFA-DCDB-4527-BEA2-D743E6727C6D},POINT (-114.107326 51.1396781),2,2,270,4,121
The Calgary School Division,O. S. Geiger School,100 Castlebrook Dr NE,T3J2J4,Calgary,AB,(403) 777-6950,,osgeiger@cbe.ab.ca,Elementary,N,N,Y,N,N,{7C456297-6378-413C-B519-D083AB4A220C},POINT (-113.9615405 51.1048865),9,4,119,1,262
The Calgary School Division,West Springs School,8999 Wentworth Ave SW,T3H0P7,Calgary,AB,(403) 777-6244,,,Elementary,N,N,Y,N,N,{D6C06E3D-1456-4ACB-81E1-306CCB40009C},POINT (-114.2167498 51.0584378),1,1,114,14,194
The Calgary School Division,Richmond School,2701 - 22 St SW,T2T5G5,Calgary,AB,(403) 777-8380,,richmond@cbe.ab.ca,Elementary,N,N,Y,N,N,{22194353-1219-4F52-89CC-15BE84D7B1AB},POINT (-114.1150386 51.0301327),14,1,181,2,282
The Calgary Roman Catholic Separate School Division,Monsignor Neville Anderson School,327 Sandarac Drive N.W.,T3K4B2,Calgary,AB,(403) 500-2094,,mna.school@cssd.ab.ca,Elementary,N,N,Y,N,N,{3F8D81C8-0643-4481-AD3C-E150B42B28B7},POINT (-114.1040923 51.139143),2,2,270,4,121
The Calgary School Division,Crescent Heights High School,1019 1 St NW,T2M2S2,Calgary,AB,(403) 276-5521,,crescentheights@cbe.ab.ca,Senior High,N,N,N,N,Y,{F1074584-A501-4F98-A7DF-2B322FE1C144},POINT (-114.0660914 51.0614898),7,2,266,7,120
The Calgary Roman Catholic Separate School Division,St. Bonaventure School,1710 Acadia Drive S.E.,T2J3X8,Calgary,AB,(403) 500-2062,,stbonaventure@cssd.ab.ca,Junior High,N,N,N,Y,N,{1973879A-2550-447F-B911-819A3EAD4C00},POINT (-114.0471812 50.9317371),6,3,267,13,123
The Calgary Roman Catholic Separate School Division,St. Bede Elementary School,333 Bermuda Drive N.W.,T3K2J5,Calgary,AB,(403) 500-2082,,stbede@cssd.ab.ca,Elementary,N,N,Y,N,N,{EA49BEBB-4E3B-4494-A612-1AD32CABFAA1},POINT (-114.082846 51.1316737),2,2,273,4,60
The Palliser School Division,Palliser Beyond Borders at Calgary,Suite 120,T1Y5Z6,Calgary,AB,(403) 291-0584,,,Unknown,N,N,N,N,N,{B1897B2D-0C83-48DE-AF7C-9DD41DEE1FAD},POINT (-113.9990423 51.0861144),9,4,71,3,76
The Calgary School Division,Branton School,2103  20 St NW,T2M3W1,Calgary,AB,(403) 777-7440,,branton@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{C3ACE451-26E5-426D-B297-221CC1B4C4D1},POINT (-114.1090305 51.0712469),7,2,153,7,183
The Calgary School Division,Annie Gale School,577 Whiteridge Way NE,T1Y4S8,Calgary,AB,(403) 777-7680,,anniegale@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{122807C3-A30F-4E4D-89C6-EE5AD5D1D3C0},POINT (-113.9689428 51.0890726),9,4,145,3,251
The Calgary School Division,Cranston School,205 Cranston Drive SE,T3M1E8,Calgary,AB,(403) 777-6267,,cranston@cbe.ab.ca,Elementary,N,N,Y,N,N,{1243E710-F739-4DBC-A675-784B49D18FB8},POINT (-113.9872418 50.8867871),4,3,294,8,82
The Southern Francophone Education Region,École Terre des Jeunes,3720 - 42 Street NW,T3A0C6,Calgary,AB,(403) 247-2458,,,Elementary,N,N,Y,N,N,{F4444298-9621-4961-B9BC-EC07A680E49A},POINT (-114.1499727 51.0853094),13,2,269,9,127
Rundle College Society,Rundle College Academy,4330 - 16 Street S.W.,T2T4H9,Calgary,AB,(403) 250-2965,,contactus@rundle.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{5045D3E2-01F8-40A9-B6A9-A111CB4FC566},POINT (-114.0997725 51.0152966),8,1,200,2,267
The Calgary Roman Catholic Separate School Division,St. Josephine Bakhita School,3 Evansglen Cl NW,T3P0P2,Calgary,AB,(403) 500-2136,,stjosephinebakhita@cssd.ab.ca,Elementary,N,N,Y,N,N,{009CEC52-FD19-408C-A6F0-1DADE2A5A83D},POINT (-114.1014977 51.1767754),3,2,237,10,92
The Calgary School Division,Children's Village School,1210 Russet Rd NE,T2E5L5,Calgary,AB,(403) 777-6114,,ChildrensVillage@cbe.ab.ca,Elementary,N,N,Y,N,N,{E78700CC-EDF6-4F1A-948D-F79631CCAA78},POINT (-114.0419644 51.0638688),10,4,171,11,78
The Calgary School Division,Dr. Oakley School,3904  20 St SW,T2T4Z9,Calgary,AB,(403) 777-8300,,droakley@cbe.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{3B152DEF-48D7-4111-A304-2AD51EE4226F},POINT (-114.1084354 51.0192722),8,1,200,2,267
The Calgary School Division,W.H.Cushing Workplace School,130 - 7 Avenue S.W.,T2P1M6,Calgary,AB,(403) 777-8900,,whcushing@cbe.ab.ca,Unknown,N,N,N,N,N,{2DCDA590-C8DB-4F7C-A073-D17EEB29D16C},POINT (-114.0649132 51.046824),7,1,262,7,160
The Calgary Roman Catholic Separate School Division,St. Benedict School,10340 - 19 Street S.W.,T2V1R2,Calgary,AB,(403) 500-2053,,stbenedict@cssd.ab.ca,Elementary,N,N,Y,N,N,{89807324-E8B7-4D71-98A1-B678F8DA5018},POINT (-114.1054471 50.9619935),8,1,127,5,271
The Calgary School Division,F. E. Osborne School,5315 Varsity Dr NW,T3A1A7,Calgary,AB,(403) 777-7540,,feosborne@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{2ED9AB53-A04A-4D64-9C91-E63D7B2B8446},POINT (-114.162965 51.0928118),13,2,269,9,127
The Calgary Roman Catholic Separate School Division,Guardian Angel School,20 Aspen Hills Dr. SW,T3H0G5,Calgary,AB,(403) 500-2111,,guardianangel@cssd.ab.ca,Elementary,N,N,Y,N,N,{4E11F4FA-ADF6-4469-96E8-85FB58C299B4},POINT (-114.2164654 51.0406287),1,1,48,14,284
The Calgary School Division,Cappy Smart School,5808 Madigan Dr NE,T2A4P5,Calgary,AB,(403) 777-8110,,cappysmart@cbe.ab.ca,Elementary,N,N,Y,N,N,{37D86D0B-387D-4D54-AE41-81B7322B4CBA},POINT (-113.9450677 51.0636931),12,4,33,3,246
The Calgary School Division,Varsity Acres School,4255 40 St NW,T3A0H7,Calgary,AB,(403) 777-6090,,varsityacres@cbe.ab.ca,Elementary,N,N,Y,N,N,{6E9C4F70-3AF1-45CF-9B53-6F88C772E418},POINT (-114.1482182 51.0910144),13,2,269,9,127
The Calgary School Division,Douglas Harkness School,6203  24 Ave NE,T1Y2C5,Calgary,AB,(403) 777-6720,,douglasharkness@cbe.ab.ca,Elementary,N,N,Y,N,N,{75DE4DAB-D835-4065-83E5-54B682AF1350},POINT (-113.9460446 51.0738435),9,4,36,3,294
The Calgary School Division,University School,3035 Utah Dr NW,T2N3Z9,Calgary,AB,(403) 777-6240,,university@cbe.ab.ca,Elementary,N,N,Y,N,N,{D83CFB3E-3F96-43C3-892B-8DBCD9FD1E04},POINT (-114.1332756 51.0698082),13,2,274,7,61
The Calgary School Division,Earl Grey School,845 Hillcrest Ave SW,T2T0Z1,Calgary,AB,(403) 777-8570,,earlgrey@cbe.ab.ca,Elementary,N,N,Y,N,N,{91B86C1C-14AE-4A5B-8328-B23BDE8FC902},POINT (-114.0826538 51.0308745),14,1,271,2,185
The Calgary School Division,Midnapore School,55 Midpark Rise SE,T2X1L7,Calgary,AB,(403) 777-8680,,midnapore@cbe.ab.ca,Elementary,N,N,Y,N,N,{2FF231A1-CDA6-4032-9D0C-F897AB642E6A},POINT (-114.0551747 50.9150402),6,3,263,13,161
,UNIVERSITY OF LETHBRIDGE,,T2G4V1,Calgary,AB,(403) 261-2944,,calgary.campus@uleth.ca,,Y,Y,,,,{CCEBF66C-8867-4754-9A4B-701DEED283EF},POINT (-114.0560011 51.0467662),7,3,262,7,160
The Calgary School Division,Discovering Choices II,#101 495 36 ST NE,T2A6K3,Calgary,AB,(403) 777-8384,,discoveringchoices@cbe.ab.ca,Senior High,N,N,N,N,Y,{DED55215-F295-46CC-A883-850012363E9D},POINT (-113.9849703 51.056524),12,4,84,3,213
The Calgary School Division,Buffalo Rubbing Stone School,1308 Panatella Blvd NW,T3K0X2,Calgary,AB,(403) 817-3536,,buffalorubbingstone@cbe.ab.ca,Elementary,N,N,Y,N,N,{015B4D29-CFC8-4C5D-B3F5-6AAF94C7FF55},POINT (-114.0873685 51.1683524),11,2,235,12,95
The Calgary School Division,Andrew Sibbald School,1711 Lake Bonavista Dr SE,T2J2X9,Calgary,AB,(403) 777-6830,,andrewsibbald@cbe.ab.ca,Elementary,N,N,Y,N,N,{7CC184B7-B05A-4D9F-B4D4-175252821A59},POINT (-114.0408775 50.9351786),6,3,267,13,123
The Calgary Roman Catholic Separate School Division,St. Jean Brebeuf School,5030 Northland Drive N.W.,T2L2J6,Calgary,AB,(403) 500-2046,,stjeanbrebeuf@cssd.ab.ca,Junior High,N,N,N,Y,N,{D021759F-83C3-4E48-8B0C-E448275D1398},POINT (-114.1402289 51.0978934),7,2,50,4,280
The Calgary School Division,Dr. Gordon Higgins School,155 Rundlehill Dr NE,T1Y2W9,Calgary,AB,(403) 777-7060,,drgordonhiggins@cbe.ab.ca,Junior High,N,N,N,Y,N,{0E801DAC-300A-4061-9E18-70AB76771CA8},POINT (-113.970664 51.0752697),9,4,34,3,291
The Calgary Roman Catholic Separate School Division,Blessed Marie-Rose,999 Sherwood Blvd. NW,T3R1M9,Calgary,AB,(403) 500-2131,,marierose@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{D2F152C8-1602-46F1-9920-DDA54A121666},POINT (-114.1483237 51.1598895),3,2,292,10,86
Webber Academy Foundation,Webber Academy,1515 - 93 Street SW,T3H4A8,Calgary,AB,(403) 277-4700,,nwebber@webberacademy.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{890CEABE-A09D-423D-B052-FB2FF8CDE915},POINT (-114.2250221 51.0441215),1,1,48,14,284
The Calgary School Division,Auburn Bay School,7 Auburn Bay Ave SE,T3M0K6,Calgary,AB,(403) 817-3540,,auburnbay@cbe.ab.ca,Elementary,N,N,Y,N,N,{19468241-8D97-46FF-8A04-0E85A31A1038},POINT (-113.962328 50.896755),4,3,95,8,217
The Calgary Roman Catholic Separate School Division,Madeleine D' Houet Bilingual School,108 - 22 Street N.W.,T2N2M8,Calgary,AB,(403) 500-2008,,madeleinedhouet@cssd.ab.ca,Junior High,N,N,N,Y,N,{AB15A3B6-8DEF-4169-AC98-8995765DF082},POINT (-114.1122383 51.0531936),7,2,280,7,35
